0.05,0.46
0.1,0.44
0.15,0.43
0.2,0.43
0.25,0.43
0.3,0.43
0.35,0.43
0.4,0.43
0.45,0.43
0.5,0.44
0.55,0.44
0.6,0.45
0.65,0.46
0.7,0.47
0.75,0.48
0.8,0.49
