Cam1,Cam2,Temp,Press,Alt,Accel_x2,Accel_y2,Accel_z2,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Quaternion_1,Quaternion_2,Quaternion_3,Quaternion_4,Stage,Time
0,0,26.1796951,664.2111816,3423.273926,-10.3558226,-4.7071919,0.3530394,-12.2536449,-7.9680996,1.0049855,3.339807,-2.8077369,2.8701499,-50.0292244,1.4611338,11.6890707,-0.1983288,0.3184215,0.7138798,0.5913039,0,2579337
0,1,26.1712608,664.2166138,3423.210205,-13.8862171,-6.2370291,1.176798,-16.675581,-8.915657,0.8973085,3.2103035,-2.3556967,2.8518238,-50.5552292,2.0455875,11.8059616,-0.1980088,0.3183687,0.7141663,0.5910937,0,2579362
0,0,26.1636276,664.2451172,3422.875244,-16.475172,-8.8259859,4.0011134,-16.8981133,-11.7870445,5.7499523,3.0136051,-1.8083613,2.883589,-51.1981316,2.7469316,11.8644066,-0.1978834,0.3183212,0.7142502,0.5910598,0,2579388
1,0,26.1580353,664.2844238,3422.415283,-18.3580494,-11.8856602,6.7077489,-19.2382946,-12.8709927,6.6041903,2.6971769,-1.2170438,2.9874361,-51.8994751,3.8573933,11.5137348,-0.197766,0.3182432,0.7143192,0.5910578,0,2579414
1,0,26.1525345,664.3029175,3422.198731,-24.5950794,-17.4166107,2.0005567,-21.1118736,-12.4977131,8.9587278,2.3868575,-0.6697085,3.1132741,-53.1268234,4.7340736,10.6370544,-0.1976617,0.3180857,0.7143318,0.5911621,0,2579440
1,0,26.1479797,664.336731,3421.80249,-21.0646839,-16.0044537,10.9442225,-9.8201447,-23.5669098,12.6843519,2.011786,-0.0759475,3.3063078,-54.6464081,7.0134425,10.1694908,-0.198153,0.3182886,0.7140637,0.5912124,0,2579465
0,0,26.1452847,664.3647461,3421.474121,-17.2989311,-15.7690935,8.237586,-24.4211464,-17.3862476,7.7671022,1.5389764,0.4188534,3.3808331,-55.5230865,9.0005846,9.4681473,-0.1981298,0.3181823,0.7140893,0.5912465,0,2579492
1,1,26.1428242,664.3466797,3421.686279,-18.5934105,-16.9458904,5.0602317,-18.7070885,-15.9936266,10.1790667,1.0478408,0.8733371,3.6410618,-57.8609009,11.9228516,8.0654593,-0.198266,0.3180747,0.7139706,0.5914021,0,2579518
0,0,26.1424427,664.3591309,3421.539795,-15.7690935,-15.063015,10.8265419,-16.0223408,-14.3712931,10.1001034,0.5774745,1.2386345,3.8255432,-59.088253,15.2542372,7.0718875,-0.1984583,0.3179574,0.7137967,0.5916105,0,2579543
0,1,26.1422977,664.4188843,3420.839844,-14.5922947,-15.063015,11.6503,-14.3569355,-15.0963182,9.8991079,0.0570173,1.5025282,4.0039158,-60.9000549,20.0467548,5.0263004,-0.1987451,0.3178679,0.7135845,0.5918182,0,2579569
0,0,26.1426239,664.4910278,3419.994385,-11.5326204,-12.4740582,12.7094183,-10.5954189,-12.3254299,10.8825579,-0.440227,1.6393621,4.1224236,-61.4845085,23.962595,3.3313851,-0.1991303,0.3177514,0.7132493,0.5921553,0,2579595
0,1,26.1438999,664.5837402,3418.908203,-7.8845468,-10.0027828,10.9442225,-7.9322071,-9.7627163,11.1840525,-1.0181055,1.657688,4.193284,-63.1794281,30.2162476,0.993571,-0.1995822,0.3175941,0.7128141,0.5926114,0,2579627
1,0,26.1432438,664.6712646,3417.883057,-5.7663102,-7.5315075,10.238142,-4.6157551,-6.8339014,11.1553383,-1.3638551,1.5550627,4.225049,-61.893631,34.8918762,-2.3378141,-0.2001445,0.3173891,0.7122495,0.5932102,0,2579653
0,0,26.1431885,664.7524414,3416.932373,-4.5895123,-3.059675,12.2386999,-4.1060839,-1.2777673,10.2939224,-1.6082013,1.4023464,4.2617011,-60.7247238,39.9181747,-4.2080655,-0.2004988,0.316927,0.7116579,0.594047,0,2579683
0,0,26.1431522,664.8162231,3416.184815,-4.3541527,1.5298375,12.0033398,-4.0342989,2.3760726,9.7124672,-1.6766181,1.2374127,4.3105702,-58.1531296,44.1262436,-6.7796612,-0.2006564,0.3162804,0.7111323,0.5949671,0,2579709
0,0,26.1450119,664.8908081,3415.310547,-2.8243151,4.4718323,11.1795807,-3.7543385,3.4600215,10.0067844,-1.6253055,1.0590401,4.3007965,-56.1659889,48.7434235,-9.5265923,-0.2007952,0.3155993,0.710629,0.5958826,0,2579735
0,0,26.1467056,664.9442749,3414.685303,-4.4718323,6.8254285,8.5906258,-3.5246277,5.3264232,9.3750792,-1.4053941,0.9185411,4.2690315,-53.5943871,53.6528358,-11.6890707,-0.2008383,0.3148615,0.7102016,0.5967673,0,2579760
0,1,26.1500206,665.0719604,3413.19043,-6.7077489,7.1784678,8.8259859,-6.812366,11.3132648,9.5688972,-1.0523139,0.8403504,4.1505237,-50.7890091,57.568676,-13.5008764,-0.2006018,0.3140222,0.7100261,0.5974974,0,2579786
0,0,26.1539555,665.1951904,3411.747559,-7.2961473,10.8265419,9.7674227,-7.508677,9.8775711,11.3491583,-0.8091896,0.8867761,4.0882149,-47.2238464,60.3740501,-15.546463,-0.2004381,0.3131906,0.7098082,0.5982472,0,2579812
0,0,26.1577797,665.3363647,3410.096191,-8.3552656,10.3558226,10.8265419,-8.0470629,9.9206429,11.7009029,-0.5550697,0.9942884,3.9782593,-43.2495613,62.1858521,-17.3582706,-0.200276,0.3123486,0.7096158,0.5989696,0,2579838
1,1,26.1615334,665.489502,3408.303711,-7.5315075,7.6491866,9.5320644,-12.3541431,6.9631138,10.717452,-0.299728,1.2141999,3.8402038,-40.3857384,65.5172424,-17.8842773,-0.2000236,0.3115146,0.7095409,0.5995767,0,2579863
0,0,26.1650677,665.6157837,3406.82544,-10.8265419,7.1784678,10.5911827,-12.2249308,3.9338002,12.5766764,-0.1286857,1.4915327,3.7009265,-36.2361183,66.6277084,-19.2869663,-0.1999151,0.3107401,0.7093894,0.6001938,0,2579889
0,0,26.1684361,665.770813,3405.010986,-10.1204634,3.2950346,6.7077489,-8.1762753,2.1966112,8.793623,-0.0162865,1.7945218,3.5579841,-32.7294006,68.0888367,-20.5727654,-0.1998464,0.3099766,0.7092265,0.6008036,0,2579915
0,0,26.1725903,665.8823853,3403.70752,-10.1204634,1.6475173,8.0022268,-9.7698946,0.6317052,7.8747787,0.0386913,2.0816286,3.4382546,-27.9953232,68.9655151,-21.0403271,-0.1997411,0.3092595,0.7091567,0.6012904,0,2579941
1,1,26.1746674,665.9938965,3402.403809,-7.6491866,-0.9414384,8.4729452,-8.8008022,-1.0624132,6.5324059,-0.0065127,2.3308616,3.3441813,-24.1379299,70.0175323,-21.6832256,-0.1996891,0.3086222,0.7091036,0.6016977,0,2579966
0,0,26.1771088,666.0597534,3401.632568,-6.8254285,-4.4718323,8.1199055,-5.2402816,-4.9459643,7.4584279,-0.127464,2.5703206,3.2366688,-19.4623032,70.2513123,-22.3845711,-0.2000973,0.3082984,0.7088246,0.6020566,0,2579993
1,0,26.1793671,666.1054688,3401.0979,-2.7066355,-6.4723887,5.0602317,0.5240282,-7.6378903,7.6450682,-0.3119453,2.7291458,3.2024603,-15.4295731,69.7837524,-22.618351,-0.2010253,0.3083855,0.7083431,0.6022695,0,2580019
1,0,26.1819534,666.1057739,3401.094238,4.118793,-7.0607877,6.4723887,5.7499523,-6.9990063,7.3005013,-0.5404089,2.6497331,3.1804693,-10.5201635,69.0824127,-23.0274696,-0.2021766,0.3086832,0.7077789,0.6023949,0,2580045
1,0,26.1838837,666.0704956,3401.506104,8.7083054,-6.0016699,11.2972603,13.1365957,-5.8935223,9.6550388,-0.7468814,2.4750259,3.1548131,-6.0783167,67.2121582,-23.90415,-0.2033355,0.3090114,0.7072122,0.6025022,0,2580071
0,0,26.1859055,665.9712524,3402.667969,12.3563795,-7.0607877,11.5326204,15.0245323,-6.2309098,7.9609203,-0.9741233,2.1708148,3.1462607,-2.805377,66.2770309,-24.3132668,-0.2044944,0.3094344,0.7067048,0.6024882,0,2580096
1,0,26.187582,665.9177246,3403.293701,16.1221313,-6.4723887,11.1795807,8.8438721,-3.452843,10.8897352,-1.1598262,1.7517612,3.0497441,2.1040328,64.5821152,-24.7223835,-0.2055056,0.3096226,0.7060583,0.6028054,0,2580122
1,0,26.1886749,665.8890991,3403.62915,24.5950794,-1.4121575,14.8276558,28.6923351,-0.7034898,8.2265244,-1.2734472,1.263069,2.9678884,5.5523086,63.0625381,-25.365284,-0.2064739,0.3100433,0.7056715,0.6027111,0,2580148
1,0,26.1896591,665.8354492,3404.255859,24.0066795,-0.3530394,12.3563795,24.5001087,-0.3445665,12.6843519,-1.288108,0.6900775,2.8982496,8.0070133,59.9064903,-26.0081825,-0.207424,0.3103874,0.7051961,0.6027642,0,2580174
0,0,26.1898041,665.8075562,3404.582764,23.6536427,1.176798,11.5326204,25.5266323,2.3688943,12.2751799,-1.1891477,-0.0014219,2.8469369,11.4552889,57.5102272,-27.5277615,-0.2083028,0.3107282,0.7047725,0.6027809,0,2580203
0,1,26.1878738,665.8319092,3404.296875,24.4773998,3.6480737,13.5331774,25.2466717,5.369494,13.2299156,-1.0278792,-0.5854091,2.8029544,13.5008764,54.2372894,-28.8135586,-0.2091096,0.3110219,0.7043812,0.6028076,0,2580229
1,0,26.1868725,665.871582,3403.832764,22.5945206,6.3547091,13.8862171,23.1505585,9.540184,11.6650105,-0.7297772,-1.1095315,2.805398,16.3647003,52.0163651,-29.8071289,-0.2097885,0.3112585,0.704064,0.6028202,0,2580255
1,0,26.185524,665.9254761,3403.203369,22.0061226,9.2967052,10.7088623,20.1140671,9.8560362,12.2105732,-0.3498189,-1.5725675,2.7895157,16.2478085,49.2694321,-31.8527184,-0.210454,0.311447,0.703771,0.6028329,0,2580281
0,0,26.1840839,665.9326782,3403.118408,17.6519718,10.238142,11.1795807,18.4845543,10.8897352,9.8847504,0.031361,-1.9122084,2.7809634,17.3582706,47.3407364,-34.0736427,-0.2110838,0.311632,0.7035663,0.6027561,0,2580306
0,0,26.1835938,665.9641724,3402.751221,13.650857,9.8851032,13.5331774,11.7367945,11.5286198,10.9758778,0.452858,-2.1113505,2.7308726,18.1180592,45.4704857,-36.1192284,-0.2115892,0.3116265,0.7033733,0.602807,0,2580332
1,0,26.1824818,666.0308838,3401.969482,9.7674227,8.8259859,11.5326204,7.293323,9.5904322,9.7340021,0.8523638,-2.1736586,2.6587903,17.9427242,43.483345,-37.4050255,-0.2120475,0.3115169,0.7032019,0.6029027,0,2580358
1,0,26.1820984,666.0890503,3401.290039,5.6486301,8.237586,11.061902,3.6323047,7.7312098,9.9780703,1.1993353,-2.0710335,2.5952604,18.1765041,42.9573364,-39.2168312,-0.2124626,0.31128,0.703018,0.6030933,0,2580384
1,1,26.180933,666.1872559,3400.141846,1.6475173,5.7663102,10.3558226,-0.89013,3.3738799,9.8057871,1.4742247,-1.859674,2.5060742,17.5336056,40.3272934,-40.1519585,-0.2128854,0.3109379,0.7028134,0.603359,0,2580409
0,1,26.1794758,666.3161621,3398.63501,-1.5298375,3.1773546,9.0613451,-2.361716,1.0049855,8.7792654,1.6110585,-1.5579066,2.3973401,16.7153721,40.1519585,-40.853302,-0.2133389,0.3105977,0.7026367,0.6035799,0,2580435
1,0,26.1783829,666.4673462,3396.867432,-3.8834333,0.3530394,7.1784678,-5.3910289,-2.1894326,9.5617189,1.6550409,-1.1681745,2.2910495,16.6569271,38.2817078,-41.9637642,-0.2138272,0.310332,0.7025818,0.6036076,0,2580461
1,0,26.1771259,666.5786133,3395.567139,-4.118793,-2.5889556,11.5326204,-7.4512496,-3.1010983,10.3944216,1.6330496,-0.7430123,2.1737635,16.5984802,37.4050255,-42.5482178,-0.214288,0.3100502,0.7025985,0.6035695,0,2580487
1,0,26.1763248,666.7420044,3393.658936,-6.0016699,-6.2370291,9.649744,-6.0658054,-5.5130639,11.1625175,1.4974376,-0.3483934,2.0992379,16.7153721,36.645237,-42.4897728,-0.2149552,0.3099061,0.702536,0.603479,0,2580512
0,1,26.1752853,666.869751,3392.165283,-5.1779113,-11.1795807,8.9436646,-4.5080776,-8.0039921,8.0614195,1.2139961,0.0340083,2.1029031,17.2413788,35.9438934,-42.4313278,-0.2157895,0.309983,0.7025114,0.6031704,0,2580538
0,0,26.1747952,666.9778442,3390.903809,-5.0602317,-9.1790247,6.0016699,-5.2546387,-12.8997059,8.6141615,0.7546254,0.3577669,2.1358898,17.3582706,34.7165413,-41.3793106,-0.2167004,0.3102033,0.7025321,0.6027063,0,2580564
0,0,26.174139,667.0584106,3389.962158,-2.4712758,-11.6503,6.8254285,-2.1104696,-10.9471645,7.8317084,0.3697803,0.6033347,2.1248944,18.6440678,34.1905327,-40.853302,-0.2177526,0.3105157,0.7024397,0.6022738,0,2580590
1,1,26.173502,667.0743408,3389.776611,-0.588399,-12.9447775,6.9431086,-0.445065,-12.9571342,9.1597242,-0.0627123,0.806142,2.1151204,18.5271778,32.203392,-40.3272934,-0.2189235,0.3108993,0.7022924,0.6018229,0,2580616
1,0,26.1736107,667.1034546,3389.435059,0.8237587,-12.5917397,7.5315075,2.5196424,-13.4955196,8.6285191,-0.4829876,0.9246498,2.025934,19.754528,30.6838093,-40.0350647,-0.22023,0.311415,0.7020981,0.6013062,0,2580641
1,0,26.173975,667.1242676,3389.192383,3.059675,-10.5911827,6.8254285,5.6853471,-12.7848511,8.4059858,-0.975345,0.9295367,1.935526,20.6312103,27.8199883,-38.6908226,-0.2216551,0.3120303,0.7018398,0.6007648,0,2580667
1,1,26.1744118,667.128418,3389.144531,3.8834333,-10.1204634,6.8254285,9.059227,-10.523633,7.0061846,-1.4261634,0.8941065,1.7522665,21.4494457,25.6575108,-38.164814,-0.2231754,0.3127394,0.7015505,0.6001709,0,2580693
0,1,26.1739922,667.0578613,3389.968506,10.5911827,-8.7083054,8.7083054,10.9543409,-10.6672029,8.2049885,-1.8867558,0.6900775,1.4627165,21.5663357,22.501461,-37.1712456,-0.2247241,0.3134443,0.7012286,0.5996012,0,2580723
1,0,26.1738281,667.0053101,3390.582031,13.7685375,-8.1199055,6.7077489,14.2277241,-8.0901337,6.4319072,-2.2141798,0.4164099,1.1450665,22.4430161,20.9234371,-36.3530083,-0.2262655,0.3142051,0.700933,0.5989686,0,2580749
0,1,26.1731186,667.0061646,3390.572266,14.5922947,-4.2364726,5.0602317,15.6347027,-5.7140603,5.3766727,-2.4866254,0.125638,0.8090906,21.8585625,18.0011692,-35.9438934,-0.2277945,0.3149438,0.7006755,0.5983021,0,2580775
1,0,26.1724453,667.0287476,3390.30835,15.4160547,-2.2359161,4.118793,16.5679035,-0.5742774,4.6301117,-2.6368983,-0.1700207,0.4523453,21.6247807,15.2542372,-34.8918762,-0.2292047,0.3155643,0.7004644,0.5976834,0,2580800
0,0,26.1720982,667.0548096,3390.00293,17.0635719,0.2353596,3.4127142,19.4033985,-1.3710873,3.976871,-2.7676234,-0.4913358,0.0956,21.8585625,14.5528927,-34.7165413,-0.2306103,0.3162352,0.7002936,0.5969878,0,2580826
1,0,26.1731377,667.1045532,3389.423096,19.6525269,0.2353596,1.5298375,18.8793716,3.7902312,2.2971096,-2.8226013,-0.8615202,-0.280693,21.9754524,13.1502047,-34.1905327,-0.2318262,0.3167839,0.7002227,0.5963088,0,2580852
1,1,26.1731911,667.1436768,3388.966065,18.1226902,4.118793,1.7651969,18.8937283,5.0392847,2.2253251,-2.8335969,-1.1865005,-0.6227775,21.2156639,11.7475157,-34.3658676,-0.2330001,0.3172666,0.7001855,0.5956379,0,2580878
0,1,26.1736641,667.18396,3388.495606,18.0050087,6.2370291,1.6475173,17.8384933,6.2021966,0.9116654,-2.8091624,-1.5053722,-0.8927799,21.2156639,12.0397425,-34.2489777,-0.2340703,0.3177223,0.7002176,0.5949371,0,2580903
0,1,26.1735916,667.2563477,3387.650147,17.6519718,7.7668667,0.8237587,19.5828609,8.3557367,1.8233308,-2.7590714,-1.7668225,-1.1725563,20.5727654,12.3319693,-34.6580963,-0.2350755,0.3180955,0.7002588,0.5942926,0,2580929
0,0,26.1736641,667.2768555,3387.411133,16.2398109,7.0607877,-1.176798,18.4127693,7.7312098,0.8542377,-2.6087985,-1.9781818,-1.2556338,20.6312103,12.1566334,-35.7685547,-0.2360719,0.3184713,0.7003415,0.5935984,0,2580955
0,1,26.1730099,667.3442383,3386.623291,15.1806927,12.4740582,1.2944778,15.8787708,11.6793671,0.4881358,-2.5697031,-2.2164195,-1.3704766,19.0531845,12.2735243,-36.3530083,-0.2368492,0.3186422,0.7005295,0.592975,0,2580981
0,1,26.1716251,667.3947754,3386.033936,13.650857,12.3563795,-0.1176798,12.9068851,14.3497562,0.79681,-2.4243174,-2.3703575,-1.4254545,19.0531845,11.279953,-38.223259,-0.2374717,0.3186271,0.7007868,0.5924298,0,2581006
0,0,26.1704597,667.4118042,3385.834961,12.4740582,12.3563795,0.8237587,12.8853493,12.2392874,0.1866402,-2.2679358,-2.4729829,-1.4926496,18.6440678,11.5721798,-38.8661575,-0.2381473,0.3186611,0.7010519,0.5918264,0,2581032
1,0,26.1690025,667.4428101,3385.473389,10.9442225,12.3563795,1.7651969,9.6406822,14.7876444,0,-2.0920064,-2.5609474,-1.5696187,16.5400352,11.6890707,-40.5026283,-0.2386122,0.3184612,0.7014343,0.5912935,0,2581058
0,0,26.1671619,667.4824829,3385.010254,10.0027828,13.2978172,2.5889556,9.4253283,14.7661085,0.2512464,-1.895308,-2.5817168,-1.6710223,15.8971357,11.9228516,-41.4962006,-0.2390726,0.3182201,0.7018234,0.5907753,0,2581084
1,0,26.1656494,667.5371704,3384.371338,8.237586,12.9447775,2.8243151,7.5302129,12.3326063,-0.8614162,-1.7071614,-2.5499516,-1.7748693,15.2542372,11.5137348,-43.3080063,-0.2395023,0.317944,0.7022858,0.5902002,0,2581109
0,0,26.1637917,667.5665894,3384.028076,7.2961473,12.5917397,0.1176798,5.6350975,10.021142,0.5383851,-1.6314142,-2.5108564,-1.8664991,14.3775568,11.5721798,-44.8275871,-0.2399412,0.3175684,0.702695,0.5897369,0,2581135
1,1,26.1620979,667.5645752,3384.051514,5.7663102,14.5922947,1.176798,4.9531426,11.4496574,0.8685946,-1.4970238,-2.4424396,-1.9129249,13.4424314,12.0981884,-46.6978378,-0.2403002,0.3170784,0.7031353,0.5893295,0,2581161
0,1,26.1602402,667.5251465,3384.512451,4.4718323,12.0033398,2.7066355,4.1204405,13.768301,0.8183454,-1.2282431,-2.3349273,-2.0705283,12.0981884,12.5073061,-47.2238464,-0.2405562,0.3164777,0.7036396,0.5889458,0,2581187
1,1,26.1575432,667.4949341,3384.86499,4.118793,10.7088623,2.7066355,1.9597218,13.6821604,1.5290138,-1.0107751,-2.1919847,-2.2403488,11.163063,13.2086496,-49.1525421,-0.2407184,0.315738,0.7041677,0.5886455,0,2581212
1,1,26.1540642,667.4388428,3385.52002,2.5889556,10.4735031,0.2353596,2.5196424,12.662818,1.4787643,-0.8336242,-1.9977297,-2.411391,10.6955004,14.2606659,-49.503212,-0.2409164,0.3150125,0.7046794,0.5883405,0,2581242
1,0,26.149128,667.4194946,3385.744873,2.0005567,10.4735031,0.8237587,1.4428722,8.6931238,2.6632116,-0.7163381,-1.8132482,-2.5714376,9.2343655,14.6697836,-50.7890091,-0.2411732,0.3141844,0.7050807,0.5881975,0,2581268
1,0,26.1454124,667.4226685,3385.708252,1.4121575,9.8851032,1.8828769,0.8685946,9.540184,3.5964124,-0.6076041,-1.633654,-2.6801717,8.5330219,16.7153721,-51.8410263,-0.2413972,0.3133006,0.705462,0.5881197,0,2581293
0,1,26.1416054,667.4750366,3385.097656,1.6475173,8.8259859,3.059675,0.9547363,8.6715889,3.2446673,-0.485431,-1.4467291,-2.8035665,7.4225597,15.8386898,-52.6592598,-0.2416492,0.3123802,0.7058429,0.5880488,0,2581319
0,0,26.1383247,667.5962524,3383.682129,1.4121575,8.0022268,4.7071919,1.5361921,5.3910289,2.4765713,-0.4255662,-1.2353698,-2.9025266,6.4289889,18.6440678,-53.5943871,-0.2420301,0.3115337,0.7061295,0.5879971,0,2581345
1,0,26.1352844,667.7821655,3381.513184,1.4121575,6.3547091,4.9425516,1.4356935,6.4965138,3.3236303,-0.3058366,-1.0545536,-3.0039303,6.5458798,19.2869663,-53.828167,-0.2423909,0.3106487,0.7064039,0.5879872,0,2581371
0,0,26.1331348,667.9927368,3379.05542,0.9414384,6.11935,2.5889556,-0.0502493,3.9840498,3.3667011,-0.1946592,-0.8774027,-3.0808992,5.6691995,20.4558754,-54.4710693,-0.2427488,0.3096533,0.7065877,0.5881437,0,2581396
0,1,26.1316776,668.1184082,3377.589844,0.9414384,5.1779113,3.6480737,1.4931213,4.601398,3.5030923,-0.0602688,-0.7039169,-3.1542032,5.8445354,22.7936878,-54.6464081,-0.2432368,0.3088066,0.7067299,0.5882163,0,2581422
0,1,26.1300011,668.2766113,3375.744385,0.7060788,3.2950346,4.5895123,0.2081756,3.6179481,2.9288151,0.0643477,-0.5524223,-3.2091811,4.8509641,25.0146122,-55.0555229,-0.2435829,0.3078402,0.7069082,0.5883654,0,2581448
1,0,26.1288891,668.3807983,3374.529541,0.9414384,3.2950346,4.9425516,1.2993027,2.2755742,3.1728828,0.1620861,-0.4070365,-3.2507198,4.6171827,26.8264179,-55.3477516,-0.2442817,0.3070842,0.7068654,0.5885222,0,2581474
0,0,26.1280518,668.4840698,3373.32544,2.1182363,3.6480737,4.3541527,0.5455636,2.6129622,3.6107693,0.2891461,-0.2799765,-3.282485,3.8573933,29.1642303,-55.2308617,-0.2448256,0.3062106,0.7068623,0.5887552,0,2581499
0,0,26.1272869,668.6069946,3371.893311,2.8243151,3.7657537,4.2364726,2.7708886,2.2253251,4.8023949,0.4687405,-0.1700207,-3.3020325,3.4482758,30.5084743,-55.4646416,-0.2457152,0.3056113,0.7067223,0.5888638,0,2581525
0,0,26.12714,668.7206421,3370.567627,3.059675,3.6480737,2.353596,1.0336994,0.9260224,2.8498516,0.6043525,-0.09183,-3.3215802,3.2729399,32.5540619,-55.1724129,-0.2465757,0.3049712,0.7065442,0.5890497,0,2581551
0,0,26.1265945,668.8095093,3369.531982,1.8828769,0.7060788,1.0591182,2.5842485,-0.0646062,3.3020952,0.6947606,-0.0234131,-3.317915,2.6884863,35.2425499,-55.5230865,-0.2477492,0.3046787,0.706308,0.5889919,0,2581577
1,0,26.1264858,668.8574829,3368.972656,2.4712758,-1.5298375,4.4718323,1.4500505,-0.7393821,3.0364919,0.8022729,0.0498908,-3.317915,1.4026885,37.6388092,-54.4710693,-0.2489192,0.3043756,0.7060321,0.5889863,0,2581603
0,0,26.1266861,668.9898682,3367.429932,1.8828769,-1.0591182,3.1773546,1.5218352,-1.8161523,3.1154549,0.8841288,0.0767688,-3.2885933,0.4091175,39.6259499,-54.5879593,-0.2501702,0.3042219,0.7057885,0.5888276,0,2581628
0,1,26.1263943,669.0692749,3366.504395,2.0005567,-1.0591182,2.5889556,2.1750758,-1.1844472,2.6919255,1.0246278,0.09876,-3.2458329,-0.4091175,41.9637642,-54.0619507,-0.251431,0.3041052,0.7055355,0.5886538,0,2581654
1,0,26.1259022,669.1519775,3365.54126,2.7066355,-2.1182363,1.8828769,2.2325034,-2.4622147,3.6538401,1.1089272,0.0621081,-3.2140679,-2.2209234,43.7171249,-53.711277,-0.2526889,0.3040099,0.7052943,0.5884536,0,2581680
0,1,26.1253738,669.1798096,3365.217529,-0.8237587,-3.5303938,1.0591182,-3.8907294,-4.6588259,4.0199418,1.1700138,0.0657732,-3.1932986,-3.5651665,45.6458206,-53.0099335,-0.2532962,0.3035929,0.7054695,0.5881976,0,2581705
1,0,26.1257019,669.2712402,3364.151856,-0.588399,-6.11935,-0.1176798,-3.3308091,-5.8289156,1.9956142,1.237209,0.0779906,-3.1309903,-6.1952071,48.3927536,-51.6656952,-0.2539321,0.3033894,0.7057763,0.5876601,0,2581731
0,1,26.1252289,669.3637085,3363.073975,0.4707192,-6.0016699,3.7657537,-2.2325034,-8.6931238,2.4335005,1.2445394,0.0425604,-3.0857863,-8.0654593,51.0227928,-51.3150215,-0.254755,0.303361,0.7059984,0.5870517,0,2581761
0,1,26.1232605,669.4111938,3362.52124,-2.4712758,-8.1199055,1.6475173,-3.531806,-8.6572323,2.6775687,1.3056258,-0.0160827,-3.055243,-10.0526009,52.3670387,-49.503212,-0.2554568,0.3032442,0.7062417,0.5865141,0,2581787
1,1,26.1235523,669.4542236,3362.020508,-4.4718323,-7.2961473,3.6480737,6.3385878,-5.922236,5.7284174,1.2628653,-0.0160827,-2.9880478,-12.624197,53.711277,-48.0420799,-0.2566949,0.3033016,0.7060071,0.5862262,0,2581813
1,1,26.1238976,669.4748535,3361.780518,-5.6486301,-7.0607877,5.7663102,-4.156333,-12.2751799,4.4793639,1.1773442,-0.0490694,-2.8903093,-14.7282286,56.34132,-47.3407364,-0.2574285,0.3032008,0.7061548,0.5857786,0,2581838
1,0,26.1237335,669.4526978,3362.037354,-0.588399,-9.8851032,2.7066355,0.79681,-11.8588295,2.3545372,1.0710536,-0.1211515,-2.7339277,-17.0660439,55.8737564,-46.4056091,-0.2584036,0.3033529,0.7062579,0.585146,0,2581864
0,0,26.1243362,669.4743042,3361.786865,-2.8243151,-9.0613451,2.2359161,-3.0077782,-11.8516502,1.9094726,0.9843107,-0.1773511,-2.6398547,-18.8194046,58.3869095,-45.236702,-0.259129,0.3033773,0.7064682,0.5845583,0,2581890
1,1,26.1243362,669.4157715,3362.468506,-3.5303938,-10.0027828,0.9414384,-3.6466615,-8.0327053,0.5240282,0.887794,-0.2030075,-2.5396729,-21.4494457,58.6206894,-44.4184685,-0.2596772,0.3033212,0.7067915,0.583953,0,2581917
1,0,26.1253738,669.425354,3362.357422,-4.5895123,-11.5326204,-0.2353596,-5.2187462,-9.8345003,1.6007982,0.7900556,-0.2017857,-2.4028387,-24.7223835,57.5102272,-43.9509048,-0.2602139,0.3031812,0.7070628,0.5834581,0,2581943
1,1,26.1257019,669.4509888,3362.05835,-6.2370291,-10.9442225,-0.2353596,-6.8339014,-12.1962166,0.4019942,0.6764346,-0.168799,-2.2366836,-26.2419643,58.9129143,-42.6651077,-0.2606781,0.3030778,0.7074038,0.582891,0,2581968
0,0,26.1263943,669.4694824,3361.843262,-6.4723887,-14.9453354,3.5303938,-8.1475611,-12.7202454,2.57707,0.5188314,-0.0942734,-1.9984461,-27.7615433,58.5037994,-42.1390991,-0.2611494,0.3028896,0.7076491,0.58248,0,2581994
0,0,26.1283607,669.5153198,3361.309326,-10.238142,-16.2398109,2.5889556,-12.2249308,-19.0444756,3.0939198,0.2133988,0.0645515,-1.5928315,-29.8071289,58.0946808,-41.4377556,-0.2616189,0.3027179,0.7078944,0.5820604,0,2582020
0,1,26.1289806,669.5275879,3361.166016,-13.1801386,-21.4177246,2.5889556,-12.6843519,-23.9689045,3.6969111,-0.1628942,0.271024,-0.9795228,-30.5669193,58.0362396,-41.1455307,-0.2621754,0.3026206,0.7080874,0.5816258,0,2582046
1,0,26.1298733,669.602417,3360.294678,-14.9453354,-23.6536427,1.2944778,-16.1371956,-24.413969,3.1226335,-0.6393691,0.5434698,-0.294132,-30.6253643,56.5750999,-41.6130943,-0.2626686,0.3024759,0.7083142,0.581202,0,2582072
0,0,26.1316948,669.6589966,3359.636475,-16.1221313,-27.1840343,1.176798,-16.338192,-27.945776,3.6394832,-1.2099172,0.8586763,0.4926624,-30.2746925,55.8153152,-43.0157814,-0.2632462,0.3023797,0.7084989,0.5807655,0,2582098
0,1,26.1322041,669.6853027,3359.329834,-16.5928516,-28.125473,0.8237587,-18.1112747,-28.3405914,0.0646062,-1.8403301,1.1543351,1.2819003,-28.17066,54.763298,-44.3600235,-0.2637812,0.3023118,0.708761,0.580238,0,2582124
