time,state,pressure,altitude,startAlt,temperature,velocity_world_x,velocity_world_y,velocity_world_z,baro_vz,lsm_accel_r,lsm_accel_p,lsm_accel_y,lsm_gyro_r,lsm_gyro_p,lsm_gyro_y,adxl_accel_r,adxl_accel_p,adxl_accel_y,predicted_apogee,airbrake_deployment,mag_r,mag_p,mag_y,q0,q1,q2,q3,accel_world_x,accel_world_y,accel_world_z,alt_fused,cam1_on,cam2_on,main_p_ematch_voltage,main_s_ematch_voltage,drogue_p_ematch_voltage,drogue_s_ematch_voltage,roll,pitch,yaw,t_burnout,t_apogee,t_drogue,t_main,t_land,drogue_validated_baro,main_validated_baro
666890,1,709.527,2906.271,650.261,42.690,0.636,1.022,98.635,98.693,-1.524,0.048,0.442,-3.295,0.013,0.068,4.805,1.922,9.610,0.000,0,-7.406,-11.912,-76.391,-0.923,0.129,-0.166,0.323,-0.316,0.104,-11.362,2261.507,1,1,14144,14216,14196,14166,-40.953,-20.813,12.915,0,0,0,0,0,0,0
667890,1,702.140,2988.687,650.261,42.590,0.266,0.580,87.927,87.785,-1.260,-0.024,0.603,-3.075,0.093,0.048,0.000,0.000,12.493,0.000,0,-7.616,-26.878,-55.727,0.334,0.169,0.134,0.918,-0.827,-0.631,-10.743,2343.922,1,1,14154,14211,14181,14164,137.613,21.527,-12.724,0,0,0,0,0,0,0
668889,1,695.687,3061.265,650.261,42.530,-0.459,0.510,77.657,77.436,-0.964,-0.042,0.202,-2.798,-0.021,0.059,3.844,0.000,10.571,0.000,0,-7.700,-10.554,-75.299,0.937,-0.139,0.213,-0.240,-0.404,0.040,-10.708,2416.471,1,1,14160,14215,14185,14160,-32.706,-22.642,19.456,0,0,0,0,0,0,0
669889,1,690.126,3124.240,650.261,42.470,-0.666,0.393,67.429,67.765,-0.699,0.248,0.494,-2.586,0.015,0.017,6.727,-2.883,-4.805,0.000,0,-7.616,-22.734,-52.577,-0.007,-0.252,-0.059,-0.966,-0.548,-0.558,-10.237,2478.782,1,1,14144,14221,14189,14162,177.164,7.746,-29.035,0,0,0,0,0,0,0
670889,1,685.463,3177.371,650.261,42.350,-1.162,0.214,57.784,58.158,-0.607,-0.105,0.446,-2.518,0.129,0.061,2.883,-3.844,13.454,0.000,0,-7.140,-19.416,-80.199,-0.913,0.004,-0.307,-0.269,-0.630,0.226,-10.172,2531.625,1,1,14154,14228,14196,14163,36.212,11.011,34.289,0,0,0,0,0,0,0
671889,1,681.759,3219.775,650.261,42.340,-1.458,0.220,47.774,47.776,-0.429,-0.152,0.251,-2.260,-0.058,-0.092,5.766,4.805,8.649,0.000,0,-4.634,-8.160,-51.219,-0.562,0.337,-0.171,0.736,-0.094,0.012,-10.321,2574.504,1,1,14156,14215,14186,14165,-98.588,-41.432,-17.637,0,0,0,0,0,0,0
672890,1,678.852,3253.199,650.261,42.290,-1.602,0.128,38.196,38.126,-0.336,-0.006,0.220,-1.984,0.107,-0.092,7.688,-0.961,4.805,0.000,0,-6.202,-38.064,-68.789,0.358,0.332,0.233,0.841,-0.339,-0.197,-9.899,2607.842,1,1,14160,14221,14189,14162,124.717,43.167,-23.065,0,0,0,0,0,0,0
673890,1,676.725,3277.714,650.261,42.370,-1.871,-0.071,28.861,28.995,-0.291,-0.202,-0.034,-1.787,0.057,0.268,8.649,-2.883,-8.649,0.000,0,-0.126,-3.736,-85.883,0.842,0.009,0.508,0.183,-0.324,-0.145,-9.785,2632.052,1,1,14124,14216,14188,14161,37.307,22.607,58.366,0,0,0,0,0,0,0
674890,1,675.458,3292.355,650.261,42.380,-2.067,-0.064,19.305,19.544,-0.232,-0.138,-0.142,-1.567,-0.234,0.075,4.805,-7.688,3.844,0.000,0,6.650,2.130,-40.075,0.640,-0.442,0.423,-0.465,-0.282,0.068,-9.714,2646.639,1,1,14158,14218,14186,14158,-77.747,-75.346,7.459,0,0,0,0,0,0,0
675890,1,675.023,3297.386,650.261,42.330,-2.216,0.005,9.995,9.723,-0.272,0.006,-0.057,-1.395,-0.084,-0.310,17.298,-4.805,-10.571,0.000,0,13.034,-46.338,-38.969,0.132,-0.714,0.033,-0.687,-0.276,0.015,-9.785,2652.127,1,1,14164,14220,14183,14161,-76.804,-95.120,-76.382,0,0,0,0,0,0,0
676890,1,675.324,3293.901,650.261,42.240,-2.389,-0.063,0.591,0.853,-0.321,-0.087,-0.011,-1.346,0.333,-0.112,1.922,-3.844,10.571,0.000,0,26.880,-50.608,-88.893,-0.261,-0.659,-0.493,-0.504,-0.300,-0.125,-9.741,2648.113,1,1,14141,14224,14189,14164,89.658,112.889,-24.078,0,0,0,0,0,0,0
677890,1,676.199,3283.786,650.261,42.510,-2.359,-0.189,-5.899,-4.905,-1.635,-0.232,-0.146,-2.002,-0.327,0.089,6.727,-1.922,-12.493,0.000,0,40.796,11.874,-88.669,-0.430,0.013,-0.890,-0.151,-1.076,-0.622,-8.713,2635.357,1,1,14160,14213,14188,14166,170.395,156.217,50.265,0,0,0,0,0,0,0
678889,1,677.105,3273.336,650.261,42.560,-13.015,-5.015,-11.064,-7.376,0.482,-3.914,-0.539,-0.996,-2.296,-0.737,6.727,-9.610,-8.649,0.000,0,73.458,-19.752,-46.277,0.176,0.964,-0.162,-0.117,-3.590,1.719,-9.795,2623.015,1,1,14156,14224,14189,14165,-21.063,157.514,9.686,0,0,0,0,0,0,0
679889,1,676.901,3275.690,650.261,42.340,-7.329,0.390,-4.440,3.149,4.313,1.971,-4.274,7.571,3.079,-1.371,8.649,0.000,-8.649,0.000,0,53.214,-17.694,-24.633,-0.129,0.099,-0.663,0.731,-0.749,-4.326,-5.175,2614.901,1,1,14160,14215,14196,14158,-161.355,-84.183,1.574,0,0,0,0,0,0,0
680889,1,680.183,3237.879,650.261,42.470,-19.865,-0.587,-21.120,-16.538,-11.556,-21.809,-4.826,-0.391,4.578,1.351,-4.805,-22.103,0.000,0.000,0,50.834,-22.286,-21.777,-0.438,0.877,-0.192,0.054,-21.710,2.376,2.660,2587.409,1,1,14152,14206,14188,14158,-22.673,-127.737,4.200,0,0,0,0,0,0,0
681889,1,681.737,3220.033,650.261,42.350,-13.326,-10.653,-15.563,-18.009,-8.599,16.966,-3.950,7.103,-0.384,-1.576,9.610,26.908,2.883,0.000,0,27.636,-43.048,-29.981,0.696,-0.591,-0.287,0.291,17.955,6.435,-6.120,2571.439,1,1,14150,14217,14185,14161,48.124,-82.067,-3.181,0,0,0,0,0,0,0
682890,1,683.607,3198.592,650.261,42.500,-15.807,-1.342,-25.890,-19.445,-11.857,-3.273,0.186,3.268,-1.761,2.993,-8.649,-1.922,4.805,0.000,0,33.152,-15.748,-104.083,-0.600,-0.434,-0.645,-0.186,-11.361,0.880,-5.173,2546.887,1,1,14156,14217,14183,14159,82.883,105.410,37.775,0,0,0,0,0,0,0
683890,1,686.800,3162.104,650.261,42.360,-19.467,-3.237,-22.988,-34.852,-1.608,-18.992,-3.862,-4.124,-3.948,-0.320,0.961,-25.947,-10.571,0.000,0,15.330,15.192,-68.159,-0.532,0.298,-0.702,-0.368,7.141,-2.979,8.031,2524.917,1,1,14158,14212,14184,14160,-174.063,129.233,75.127,0,0,0,0,0,0,0
684889,1,687.740,3151.395,650.261,42.280,-13.467,-0.228,-20.134,-21.749,-5.487,-1.587,16.491,-8.773,-2.839,2.366,0.000,-2.883,15.376,0.000,0,54.852,-22.132,-97.881,-0.714,-0.661,-0.126,0.193,6.273,6.478,5.132,2500.925,1,1,14158,14216,14192,14160,-6.962,83.926,25.858,0,0,0,0,0,0,0
685890,1,689.831,3127.591,650.261,42.260,-10.077,1.996,-17.673,-27.162,1.964,-5.853,-3.767,6.374,1.882,1.197,6.727,-6.727,3.844,0.000,0,50.512,13.918,-39.935,-0.187,-0.432,-0.432,0.769,-0.208,-0.031,-2.581,2486.187,1,1,14149,14210,14188,14160,171.347,-63.238,55.712,0,0,0,0,0,0,0
686889,1,692.076,3102.109,650.261,42.150,-17.066,-0.067,-25.227,-27.394,-11.623,-22.756,-4.784,-2.781,-1.220,-1.847,-1.922,-23.064,3.844,0.000,0,52.290,-34.634,-94.213,0.021,-0.433,-0.866,-0.251,8.465,-24.463,-7.421,2456.371,1,1,14155,14225,14189,14162,130.193,154.555,-14.669,0,0,0,0,0,0,0
687890,1,694.924,3069.881,650.261,42.080,-2.769,-3.630,-28.351,-35.037,0.184,-1.749,-13.864,-5.044,-0.291,-3.534,2.883,-2.883,-1.922,0.000,0,28.490,13.904,-35.049,0.318,-0.545,0.034,0.775,7.536,10.322,-4.157,2429.808,1,1,14162,14208,14187,14157,114.088,-36.116,60.058,0,0,0,0,0,0,0
688890,1,696.759,3049.163,650.261,42.250,-6.208,-3.835,-21.421,-36.353,33.855,-34.354,34.389,20.094,0.794,7.782,32.674,-26.908,17.298,0.000,0,5.054,-37.336,-40.565,0.656,-0.443,0.134,0.597,-51.697,-1.312,19.080,2414.464,1,1,14156,14216,14195,14162,69.207,-36.344,44.769,0,0,0,0,0,0,0
689889,1,698.034,3034.802,650.261,41.860,-10.054,-2.990,-26.780,-25.839,0.819,-5.521,-6.643,-3.539,-2.539,-0.932,7.688,-7.688,-22.103,0.000,0,30.170,23.130,-48.251,-0.528,0.176,-0.677,0.481,1.018,0.585,-1.213,2386.076,1,1,14160,14218,14188,14164,-116.912,-88.514,33.075,0,0,0,0,0,0,0
690889,1,700.920,3002.366,650.261,41.960,-10.623,1.883,-24.184,-34.533,-2.447,-15.413,0.992,-2.417,1.087,1.819,5.766,-16.337,12.493,0.000,0,45.864,20.680,-68.229,0.456,0.374,0.579,-0.562,5.335,3.742,4.404,2362.411,1,1,14155,14219,14192,14159,-165.375,-81.153,71.751,0,0,0,0,0,0,0
691889,1,701.739,2993.176,650.261,42.080,-3.503,-1.979,-22.047,-19.446,-11.646,9.645,-1.086,0.359,1.834,2.244,-4.805,6.727,0.000,0.000,0,16.548,-33.150,-28.175,-0.638,0.712,-0.061,0.287,2.025,-14.347,-5.350,2339.382,1,1,14160,14218,14192,14160,-28.699,-91.289,-19.255,0,0,0,0,0,0,0
692890,1,703.554,2972.854,650.261,42.110,-8.335,-5.274,-21.502,-20.836,-5.114,-10.954,-5.565,2.492,4.140,0.999,0.961,-13.454,1.922,0.000,0,35.826,6.176,-22.799,-0.492,0.585,-0.610,0.208,-3.319,7.146,0.915,2323.288,1,1,14154,14221,14192,14159,-79.596,-117.428,20.935,0,0,0,0,0,0,0
693890,1,706.049,2944.986,650.261,42.090,-9.012,2.331,-22.973,-22.880,-8.325,-16.867,-8.721,0.547,1.852,2.134,-7.688,-22.103,4.805,0.000,0,52.318,14.590,-35.273,-0.156,-0.168,-0.688,0.689,11.331,8.123,5.536,2293.478,1,1,14158,14223,14181,14168,179.045,-90.126,26.492,0,0,0,0,0,0,0
694890,1,708.160,2921.462,650.261,42.090,-3.650,1.707,-23.637,-24.037,4.122,-4.801,-4.222,0.066,2.195,2.957,14.415,-5.766,-9.610,0.000,0,9.562,7.212,-40.075,0.672,-0.492,0.513,0.207,3.449,2.880,-3.672,2272.268,1,1,14157,14219,14188,14168,-30.362,-91.471,63.346,0,0,0,0,0,0,0
695890,1,709.401,2907.669,650.261,42.040,0.507,-3.806,-17.665,-15.478,0.492,19.943,-6.455,4.085,-1.535,0.104,6.727,18.259,-11.532,0.000,0,11.998,-51.266,-74.417,-0.779,0.331,0.445,0.292,3.526,-6.774,9.718,2250.635,1,1,14162,14211,14187,14168,-20.344,-33.563,-62.520,0,0,0,0,0,0,0
696890,1,711.919,2879.730,650.261,41.760,1.005,-1.588,-23.625,-21.772,-6.380,6.780,27.256,2.381,-2.286,-0.439,0.961,5.766,25.947,0.000,0,65.968,-37.574,-72.443,0.442,0.877,-0.148,0.119,-4.096,-11.285,16.371,2228.616,1,1,14134,14221,14188,14163,-9.399,128.086,-19.790,0,0,0,0,0,0,0
697889,1,714.177,2854.739,650.261,41.740,-4.371,-3.149,-21.810,-23.609,-13.071,12.730,5.720,1.449,-0.150,3.042,-8.649,7.688,0.000,0.000,0,64.288,1.822,-35.749,-0.096,0.445,-0.836,0.305,-17.025,-2.305,-1.415,2205.892,1,1,14153,14219,14187,14162,-126.064,-143.165,-6.363,0,0,0,0,0,0,0
698889,1,716.641,2827.545,650.261,41.870,1.521,4.520,-24.924,-29.626,-6.526,-4.452,-7.996,1.927,-0.455,-1.637,-0.961,-6.727,-0.961,0.000,0,21.308,0.646,-24.521,0.382,-0.460,-0.173,0.783,10.340,1.293,-5.597,2185.009,1,1,14160,14221,14192,14168,110.721,-50.225,36.007,0,0,0,0,0,0,0
699889,1,718.706,2804.816,650.261,41.890,-0.860,1.301,-27.608,-23.255,32.028,-30.592,-5.432,-1.034,-3.512,7.995,39.401,-32.674,0.000,0.000,0,66.570,10.250,-69.839,-0.355,-0.751,-0.431,0.352,-23.711,-36.860,-1.426,2149.769,1,1,14166,14204,14182,14153,46.176,155.246,56.641,0,0,0,0,0,0,0
700889,1,719.363,2797.597,650.261,41.800,3.026,-7.497,-20.740,-11.084,-7.831,-20.690,14.390,-1.189,-4.818,-2.214,0.000,-25.947,33.635,0.000,0,67.424,11.090,-64.841,0.145,0.785,-0.424,-0.428,-7.253,6.656,14.676,2136.709,1,1,14160,14220,14188,14160,-70.873,135.037,33.346,0,0,0,0,0,0,0
701889,1,722.268,2765.729,650.261,41.860,2.505,-2.172,-20.128,-24.313,-6.455,-15.171,5.065,0.541,-0.284,1.864,0.961,-21.142,9.610,0.000,0,41.090,8.696,-89.873,0.665,0.611,0.258,-0.343,-5.177,8.639,4.192,2120.074,1,1,14162,14216,14190,14166,-12.657,79.248,49.655,0,0,0,0,0,0,0
702889,1,723.483,2752.438,650.261,41.780,-5.579,-1.286,-17.292,-20.637,-7.490,-0.733,-0.729,-1.032,-1.162,4.110,10.571,-2.883,-2.883,0.000,0,21.308,5.196,-92.421,0.422,0.037,0.741,0.521,-4.230,-6.237,-9.208,2105.425,1,1,14160,14214,14189,14164,142.373,97.214,35.928,0,0,0,0,0,0,0
703890,1,725.998,2724.967,650.261,41.830,-8.503,-9.506,-28.578,-22.365,39.192,13.903,13.509,3.387,15.298,4.209,72.075,2.883,0.000,0.000,0,73.472,-25.086,-45.703,0.270,-0.936,0.206,-0.089,18.750,1.805,-49.269,2072.226,1,1,14136,14214,14190,14164,-25.800,-147.133,-3.192,0,0,0,0,0,0,0
704890,1,727.678,2706.658,650.261,41.720,2.337,-12.421,-21.151,-18.734,-11.715,-27.323,18.506,6.708,2.609,0.852,-1.922,-28.830,30.752,0.000,0,48.706,2.172,-92.897,-0.442,-0.481,0.581,0.486,13.140,26.542,8.874,2052.027,1,1,14142,14219,14191,14168,-98.491,97.887,-2.672,0,0,0,0,0,0,0
705889,1,728.665,2695.923,650.261,41.710,2.952,-5.888,-15.869,-12.984,9.785,7.175,2.964,2.564,1.968,-7.367,17.298,0.000,0.000,0.000,0,36.820,-11.730,-19.257,-0.392,0.461,-0.587,0.538,7.058,-9.579,-13.612,2040.807,1,1,14164,14224,14182,14160,-105.537,-96.594,-2.086,0,0,0,0,0,0,0
706889,1,731.535,2664.773,650.261,41.520,-0.229,-11.564,-23.374,-22.221,-13.685,8.529,13.096,-4.263,2.063,3.627,-8.649,0.000,20.181,0.000,0,39.872,-39.100,-95.487,0.225,-0.247,-0.813,-0.478,3.215,-5.022,10.089,2015.113,1,1,14162,14217,14186,14165,166.532,123.645,-36.944,0,0,0,0,0,0,0
707890,1,734.164,2636.313,650.261,41.450,-0.562,-13.755,-28.930,-24.507,3.897,-5.302,2.654,-9.822,-2.677,-2.601,8.649,-5.766,0.000,0.000,0,76.748,-11.436,-55.027,-0.186,-0.936,-0.036,0.298,-6.005,-3.658,-8.860,1984.918,1,1,14156,14220,14190,14166,-3.050,156.574,34.817,0,0,0,0,0,0,0
708889,1,736.901,2606.780,650.261,41.550,-2.803,-13.388,-23.890,-28.881,-0.208,-6.595,-12.160,1.313,4.547,4.364,4.805,-5.766,0.000,0.000,0,52.696,19.812,-65.471,0.276,0.562,0.623,-0.468,-10.209,-1.884,-0.664,1960.567,1,1,14149,14224,14187,14163,115.944,-146.306,60.531,0,0,0,0,0,0,0
709890,1,737.391,2601.498,650.261,41.500,1.517,-7.641,-16.793,-15.148,6.584,2.267,0.594,1.125,-3.733,-2.468,11.532,-2.883,-3.844,0.000,0,24.794,-51.672,-84.749,0.474,-0.523,-0.549,-0.448,0.228,6.870,-8.550,1946.899,1,1,14160,14224,14188,14160,91.638,-178.588,-81.407,0,0,0,0,0,0,0
710889,1,740.843,2564.404,650.261,41.600,4.960,-13.847,-21.154,-34.307,39.192,22.153,-17.353,12.614,-3.832,-9.059,58.621,24.025,-18.259,0.000,0,-0.896,-26.696,-83.461,0.935,-0.013,-0.060,-0.350,1.095,-25.015,31.433,1929.225,1,1,14160,14226,14192,14165,-41.100,0.985,-7.029,0,0,0,0,0,0,0
711890,1,742.226,2549.567,650.261,41.300,2.833,-20.349,-21.065,-24.750,7.928,4.052,-0.096,-2.364,5.779,-2.589,13.454,0.000,-0.961,0.000,0,61.922,14.240,-69.433,-0.118,0.316,-0.915,-0.219,-2.472,1.570,-18.218,1901.877,1,1,14131,14220,14187,14166,-145.635,159.563,20.739,0,0,0,0,0,0,0
712890,1,744.368,2526.648,650.261,41.400,-3.490,-19.756,-21.473,-26.549,2.088,-9.851,-8.023,-11.001,3.818,-3.130,10.571,-6.727,-18.259,0.000,0,25.312,20.498,-72.233,0.650,0.200,0.499,-0.538,-5.568,0.483,1.790,1882.003,1,1,14147,14220,14188,14163,-98.652,-33.265,59.638,0,0,0,0,0,0,0
713889,1,745.215,2517.609,650.261,41.300,-3.009,-5.736,-14.574,-17.509,-11.506,-12.108,14.612,-3.729,4.802,2.875,-5.766,-11.532,5.766,0.000,0,58.548,14.002,-73.367,-0.362,-0.732,-0.016,0.577,12.015,0.333,8.845,1866.900,1,1,14155,14217,14189,14160,-49.811,97.985,58.947,0,0,0,0,0,0,0
714890,1,747.369,2494.629,650.261,41.370,12.229,-12.556,-20.066,-21.046,-13.841,0.439,-4.083,2.331,1.996,2.549,-0.961,-0.961,-6.727,0.000,0,38.416,-56.208,-55.825,0.600,-0.598,-0.515,-0.132,3.400,-12.630,-3.697,1846.874,1,1,14136,14228,14192,14168,46.405,-112.806,-50.847,0,0,0,0,0,0,0
715890,1,749.352,2473.528,650.261,41.410,4.905,-18.286,-21.743,-21.789,2.362,-2.302,-5.962,0.848,1.972,0.960,9.610,-1.922,0.000,0.000,0,13.356,-1.594,-40.229,0.483,-0.104,0.378,-0.783,-1.616,2.244,-3.583,1824.515,1,1,14130,14223,14194,14163,-121.540,-44.923,11.656,0,0,0,0,0,0,0
716889,1,752.885,2436.055,650.261,41.370,2.316,-12.275,-29.374,-28.996,39.192,-38.597,6.660,4.194,11.565,-6.779,50.933,-42.284,-1.922,0.000,0,61.544,14.688,-70.595,0.376,0.341,0.755,-0.414,35.481,-39.611,5.754,1787.575,1,1,14130,14223,14188,14160,157.096,-135.435,58.288,0,0,0,0,0,0,0
717890,1,754.944,2414.267,650.261,41.140,3.365,-5.773,-24.461,-26.911,4.859,-7.706,1.738,10.384,-0.514,4.136,10.571,-8.649,-1.922,0.000,0,28.084,-4.198,-18.683,-0.257,0.554,0.029,-0.791,-3.037,-3.750,-1.890,1766.365,1,1,14164,14214,14192,14164,119.918,-40.839,59.534,0,0,0,0,0,0,0
718890,1,756.882,2393.818,650.261,41.110,7.223,-13.571,-22.170,-27.330,-7.280,-4.237,23.769,1.081,-3.157,-0.643,-3.844,-2.883,24.986,0.000,0,67.746,-6.704,-34.881,-0.014,0.855,0.225,-0.467,12.722,-21.690,-7.908,1749.443,1,1,14128,14220,14188,14162,40.631,-157.516,52.443,0,0,0,0,0,0,0
719890,1,758.528,2376.474,650.261,41.200,11.045,-15.365,-24.434,-18.376,-3.604,-39.219,-25.782,-3.995,-0.611,2.468,11.532,-48.050,-18.259,0.000,0,32.158,-2.378,-21.105,-0.473,0.603,0.099,-0.635,8.727,-16.037,33.577,1719.271,1,1,14143,14215,14167,14160,76.419,-69.988,42.241,0,0,0,0,0,0,0
720889,1,760.187,2359.030,650.261,41.130,3.439,-9.419,-18.878,-16.814,-11.774,35.486,-9.930,-5.071,0.128,2.128,-8.649,31.713,-1.922,0.000,0,41.118,-25.212,-20.881,-0.444,-0.249,0.415,-0.754,-8.553,28.975,14.352,1705.234,1,1,14158,14224,14188,14164,136.176,-37.229,-48.082,0,0,0,0,0,0,0
721890,1,761.133,2349.093,650.261,41.050,7.806,-5.638,-13.120,-14.981,-6.439,16.412,7.590,-0.451,-2.724,-0.873,-2.883,14.415,19.220,0.000,0,14.714,-53.884,-70.749,-0.727,0.451,0.374,0.357,15.571,-6.363,-0.563,1699.938,1,1,14154,14215,14192,14161,-21.374,-51.163,-60.045,0,0,0,0,0,0,0
722889,1,764.212,2316.833,650.261,40.970,6.699,-10.953,-21.126,-27.590,3.511,-2.606,-4.963,6.498,2.190,3.390,9.610,-6.727,2.883,0.000,0,40.012,-6.088,-6.965,-0.500,0.225,-0.720,0.425,3.740,-2.052,-4.755,1675.417,1,1,14153,14216,14186,14159,-117.910,-99.289,31.887,0,0,0,0,0,0,0
723889,1,766.770,2290.109,650.261,40.970,5.612,-9.145,-24.195,-24.403,2.796,2.177,-8.995,-1.693,-5.971,2.043,10.571,1.922,-14.415,0.000,0,54.628,-71.510,-51.303,0.482,-0.582,-0.638,-0.152,-8.904,0.904,-6.152,1638.369,1,1,14141,14222,14190,14168,76.697,-143.199,-52.300,0,0,0,0,0,0,0
724889,1,768.071,2276.536,650.261,40.680,2.478,-9.263,-19.729,-19.103,3.270,-0.336,4.240,-3.128,2.790,-4.933,4.805,-6.727,15.376,0.000,0,40.950,-13.998,-100.359,-0.731,-0.584,-0.353,0.015,3.223,-1.608,-5.834,1625.313,1,1,14134,14213,14184,14164,27.501,85.373,32.301,0,0,0,0,0,0,0
725890,1,769.204,2264.740,650.261,40.870,2.298,-6.955,-16.556,-10.286,1.156,15.094,-22.109,-1.548,-1.070,1.135,9.610,17.298,-46.128,0.000,0,30.996,-52.260,-47.845,0.771,-0.415,-0.460,0.146,3.617,-3.791,16.467,1604.872,1,1,14147,14220,14188,14161,48.695,-73.369,-36.078,0,0,0,0,0,0,0
726890,1,772.292,2232.653,650.261,40.910,4.522,-0.229,-24.127,-17.905,-13.110,4.081,-16.286,3.821,1.021,1.285,-5.766,4.805,-10.571,0.000,0,72.058,-32.142,-54.803,-0.448,-0.225,0.829,-0.247,15.949,-5.253,3.297,1577.015,1,1,14133,14224,14197,14168,-163.045,-156.373,-58.697,0,0,0,0,0,0,0
727890,1,773.645,2218.630,650.261,40.930,10.799,-9.909,-19.780,-13.046,-7.893,-0.065,-8.517,-1.048,0.826,0.367,-2.883,-0.961,4.805,0.000,0,16.450,-54.094,-90.559,-0.684,0.405,0.482,0.368,-4.794,-10.576,-9.802,1561.455,1,1,14156,14220,14183,14162,-23.171,-43.985,-73.356,0,0,0,0,0,0,0
728890,1,775.461,2199.836,650.261,40.960,8.613,-11.027,-18.923,-14.439,1.864,6.346,-5.261,0.410,-1.137,0.260,5.766,6.727,0.000,0.000,0,-0.994,-34.774,-69.573,-0.569,0.500,0.171,0.630,-2.927,-0.454,-1.895,1545.209,1,1,14155,14224,14187,14164,-74.887,-38.681,-55.577,0,0,0,0,0,0,0
729889,1,779.278,2160.453,650.261,40.930,1.989,-6.903,-28.159,-25.136,3.021,-17.249,8.855,-1.167,3.691,2.759,8.649,-20.181,0.000,0.000,0,35.322,12.616,-86.429,-0.563,-0.193,-0.803,0.042,10.869,2.754,6.294,1507.855,1,1,14157,14225,14189,14162,137.931,157.466,66.811,0,0,0,0,0,0,0
730889,1,781.478,2137.829,650.261,40.690,0.872,-2.588,-22.429,-23.651,4.535,2.994,4.039,-0.975,-2.615,-1.807,1.922,-10.571,1.922,0.000,0,12.474,-43.888,-88.739,-0.846,-0.356,-0.054,-0.394,1.205,1.338,-3.283,1487.023,1,1,14156,14216,14190,14160,45.853,41.029,-10.840,0,0,0,0,0,0,0
731889,1,782.919,2123.027,650.261,40.650,8.959,-1.543,-18.197,-18.012,-2.764,5.116,-26.326,-3.971,-0.178,-4.612,5.766,0.000,-28.830,0.000,0,38.584,-32.702,-33.761,0.629,-0.622,-0.349,0.309,3.994,1.707,16.798,1469.791,1,1,14160,14226,14191,14168,55.521,-90.968,-3.182,0,0,0,0,0,0,0
732890,1,785.698,2094.562,650.261,40.580,4.615,-3.227,-20.069,-26.881,3.344,-27.022,-18.333,-10.408,-6.813,-1.869,5.766,-26.908,-3.844,0.000,0,60.172,6.316,-80.241,0.566,0.381,0.654,-0.328,-12.505,-15.415,16.334,1450.833,1,1,14132,14216,14184,14163,118.384,178.717,81.646,0,0,0,0,0,0,0
733889,1,788.312,2067.862,650.261,40.550,0.910,-3.393,-23.372,-31.176,-1.471,-14.900,-5.243,-3.934,0.511,-3.140,9.610,-16.337,-4.805,0.000,0,24.346,22.164,-59.801,-0.571,0.426,-0.585,-0.388,4.246,-2.305,5.301,1427.079,1,1,14155,14205,14182,14165,-75.913,-146.184,86.679,0,0,0,0,0,0,0
734889,1,790.036,2050.280,650.261,40.730,2.467,-5.106,-23.491,-25.196,-4.883,-1.620,9.912,-0.039,-0.157,0.685,-4.805,-4.805,20.181,0.000,0,77.756,-7.152,-54.789,0.244,0.936,0.077,-0.240,3.187,-6.255,-1.125,1402.538,1,1,14159,14216,14203,14156,1.723,151.285,29.186,0,0,0,0,0,0,0
735890,1,791.201,2038.430,650.261,40.630,5.235,-0.751,-17.815,-16.066,-15.132,2.834,17.596,1.552,-1.083,0.838,-11.532,-1.922,29.791,0.000,0,72.408,-14.670,-77.273,0.549,0.729,-0.399,-0.090,2.022,7.712,12.169,1383.567,1,1,14150,14215,14186,14164,-45.676,113.551,-17.887,0,0,0,0,0,0,0
736890,1,793.008,2020.063,650.261,40.510,0.784,10.348,-18.751,-16.329,-1.612,4.272,0.712,2.139,-0.372,-0.045,3.844,0.000,0.961,0.000,0,13.762,-36.496,-25.053,0.117,0.386,-0.291,0.867,-4.154,0.297,-7.807,1367.583,1,1,14162,14218,14192,14164,-178.138,-37.946,-47.597,0,0,0,0,0,0,0
737889,1,795.044,1999.411,650.261,40.600,-5.247,4.879,-16.566,-20.314,-24.562,-1.959,-19.182,-4.647,3.176,-1.157,-16.337,-3.844,-26.908,0.000,0,28.504,-47.808,-75.859,-0.236,0.408,0.786,0.399,-13.783,-27.693,-5.545,1352.014,1,1,14150,14218,14183,14168,140.733,142.603,-44.186,0,0,0,0,0,0,0
738889,1,798.504,1964.412,650.261,40.460,-0.539,4.430,-27.957,-26.792,-4.944,-3.472,-13.301,7.088,0.210,0.621,0.000,-6.727,-9.610,0.000,0,64.274,-38.680,-42.931,0.061,-0.853,0.427,-0.295,4.836,11.750,-2.602,1314.910,1,1,14170,14214,14193,14161,-58.851,-156.475,-26.784,0,0,0,0,0,0,0
739889,1,799.960,1949.726,650.261,40.500,1.560,9.011,-24.931,-16.764,-7.239,5.442,4.947,3.823,-1.858,-0.803,0.961,2.883,7.688,0.000,0,71.288,-5.136,-78.869,0.399,0.878,-0.059,-0.259,8.821,-0.185,-4.457,1291.054,1,1,14164,14212,14192,14158,-19.909,126.824,24.082,0,0,0,0,0,0,0
740890,1,801.681,1932.395,650.261,40.390,3.670,7.598,-16.991,-17.844,-0.366,2.800,-5.853,2.458,-0.520,0.907,5.766,-1.922,-1.922,0.000,0,20.398,-51.000,-50.533,0.676,-0.620,-0.316,-0.242,-2.256,-0.850,-3.775,1281.909,1,1,14154,14216,14188,14160,5.331,-87.346,-46.685,0,0,0,0,0,0,0
