0,1.334466			
0.036,7.559947721			
0.072,49.80468812			
0.108,138.7319			
0.144,329.472216			
0.18,548.6223781			
0.217,850.4221663			
0.253,1125.465188			
0.289,1423.114273			
0.325,1770.490212			
0.361,2028.832382			
0.397,2247.081928			
0.433,2431.475418			
0.47,2589.117853			
0.506,2711.160934			
0.542,2782.9197			
0.578,2838.205034			
0.614,2897.032971			
0.65,2931.830986			
0.686,2955.501895			
0.722,2967.159272			
0.759,2995.689644			
0.795,3009.559331			
0.831,3029.650924			
0.867,3022.610044			
0.903,3045.365921			
0.939,3056.108504			
0.975,3050.838688			
1.012,3061.556457			
1.048,3057.618842			
1.084,3054.571466			
1.12,3035.960089			
1.156,3052.485001			
1.192,3048.104233			
1.228,3039.722093			
1.265,3033.98745			
1.301,3021.161619			
1.337,3024.793011			
1.373,3011.524503			
1.409,3024.941502			
1.445,3009.893707			
1.481,3019.30838			
1.517,2995.812304			
1.554,2975.412868			
1.59,2971.939742			
1.626,2980.474307			
1.662,2961.434794			
1.698,2924.167354			
1.734,2920.707101			
1.77,2907.464101			
1.806,2894.669141			
1.843,2889.860281			
1.879,2873.956692			
1.915,2879.847594			
1.951,2863.056864			
1.987,2845.825723			
2.023,2819.704936			
2.059,2809.600243			
2.096,2772.794948			
2.132,2771.151766			
2.168,2757.057145			
2.204,2743.855505			
2.24,2721.318443			
2.276,2709.015387			
2.312,2695.381321			
2.349,2676.394018			
2.385,2649.427211			
2.421,2648.2602			
2.457,2635.531035			
2.493,2602.793461			
2.529,2596.301935			
2.565,2585.809634			
2.602,2567.740518			
2.638,2551.474351			
2.674,2523.650082			
2.71,2511.842386			
2.746,2484.917773			
2.782,2462.447221			
2.818,2435.090779			
2.854,2411.743813			
2.891,2377.711945			
2.927,2351.711781			
2.963,2325.273708			
2.999,2304.178982			
3.035,2266.635735			
3.071,2232.2153			
3.107,2206.697981			
3.144,2169.163766			
3.18,2138.32658			
3.216,2118.61507			
3.252,2072.226517			
3.288,2027.184349			
3.324,1971.925936			
3.36,1932.691484			
3.397,1889.450535			
3.433,1828.002756			
3.469,1775.910065			
3.505,1725.165308			
3.541,1674.434021			
3.577,1626.829121			
3.613,1565.006367			
3.65,1483.176893			
3.686,1403.604287			
3.722,1312.935327			
3.758,1207.170668			
3.794,1106.325988			
3.83,1007.73176			
3.866,912.7214964			
3.902,830.6330021			
3.939,743.2239532			
3.975,691.420543			
4.011,638.7415536			
4.047,588.7448458			
4.083,560.996628			
4.119,522.5829327			
4.155,480.1771627			
4.192,442.2259234			
4.228,404.733339			
4.264,361.4696304			
4.3,309.3234273			
4.336,252.2994389			
4.372,189.0648679			
4.408,125.8472223			
4.445,71.09479256			
4.481,61.27306989			
4.519,9.650693806			
4.553,-6.824155564			
4.589,-21.96145316			
4.625,-24.1983168			
