Accel_X1,Accel_Y1,Accel_Z1,Accel_world_x,Accel_world_y,Accel_world_z,Alt,Filtered_Alt,Gyro_X,Gyro_Y,Gyro_Z,Pressure,Temp,Time,flight_state,mag_p,mag_r,mag_y
1.64,-2.7,14.45,1.87,10.81,0.11,1214.6,1210.38,2.67,1.44,-4.0,813.02,33.11,147.358,7.0,80.08,66.21,-88.12
6.76,-7.76,10.69,-9.48,-10.83,-6.22,1196.81,1202.45,3.31,2.51,-5.38,814.81,33.19,147.858,7.0,86.8,99.74,-42.22
0.78,-4.9,9.65,0.7,4.43,0.07,1191.45,1194.08,-0.35,0.41,-2.33,815.35,33.22,148.358,7.0,92.81,56.39,-83.45
0.18,-1.59,-9.25,3.13,0.07,-0.96,1158.66,1159.3,1.36,0.46,1.74,818.66,33.39,150.36,7.0,79.26,44.21,-14.27
-8.68,5.65,8.68,-3.48,-11.73,-4.07,1142.79,1145.37,0.51,-3.1,-0.53,820.27,33.48,150.86,7.0,88.58,80.4,-12.93
3.07,-8.08,-1.78,-0.78,5.66,-3.09,1128.85,1130.68,0.62,1.75,-3.1,821.68,33.49,151.36,7.0,108.95,67.13,-28.94
1.62,-10.51,3.25,1.23,3.08,0.81,1123.81,1120.96,-0.7,1.98,2.35,822.19,33.48,151.86,7.0,99.54,38.98,-64.87
-7.41,1.6,-2.85,-1.65,-3.68,-2.78,1116.67,1114.42,-1.14,-0.17,-0.74,822.92,33.45,152.36,7.0,104.39,87.53,-45.07
-1.77,-7.09,-8.3,0.29,1.35,1.16,1115.1,1112.26,-0.48,0.56,-0.41,823.07,33.43,152.86,7.0,104.43,55.23,-25.19
-3.41,2.87,-4.35,1.57,-0.13,-3.79,1102.49,1101.63,-1.29,1.44,-0.24,824.35,33.41,153.861,7.0,78.43,88.2,-14.1
1.3,-0.23,0.23,-0.49,-0.63,-10.88,1074.03,1074.66,-1.18,-2.27,-0.76,827.25,33.34,154.861,7.0,73.33,99.89,-32.82
6.85,5.49,-3.95,6.51,6.05,-6.1,1074.37,1074.1,-1.18,-3.32,-3.05,827.22,33.22,155.861,7.0,51.06,45.18,-16.02
-2.34,-10.29,-10.9,-0.24,2.26,5.19,1026.03,1029.41,5.46,0.77,-0.37,832.16,33.3,158.361,7.0,84.38,58.23,-9.5
0.49,-2.57,-1.28,1.1,1.22,-7.41,1005.2,1004.07,-0.03,0.34,-0.88,834.29,33.34,158.861,7.0,112.1,61.31,-42.94
4.99,-15.3,-5.58,1.71,2.16,7.0,998.2,996.4,3.91,-1.6,3.35,835.01,33.38,159.362,7.0,99.65,36.01,-41.45
-0.75,-3.65,3.15,1.79,-1.09,-5.4,976.15,977.42,-1.5,-1.53,-0.3,837.28,33.31,161.363,7.0,80.8,95.54,-67.04
1.29,-12.16,1.43,-3.29,2.0,1.89,952.42,954.88,0.31,-0.97,-1.77,839.72,33.35,161.863,7.0,105.1,61.38,-70.67
6.34,0.57,-1.38,-4.39,-4.58,-11.28,948.07,950.91,0.19,3.32,-2.69,840.17,33.37,162.863,7.0,34.57,80.01,-54.47
0.98,5.8,5.76,0.23,1.54,-1.72,939.5,939.93,2.35,0.95,-0.83,841.06,33.04,163.863,7.0,36.01,50.79,-75.13
1.44,3.86,2.49,2.66,-1.87,-6.26,931.13,926.41,0.73,-2.23,-0.86,841.92,33.02,164.363,7.0,35.0,81.75,-49.15
-1.79,-12.06,-6.99,7.06,9.56,-2.31,899.49,908.65,-3.54,7.54,-1.1,845.2,33.19,165.364,7.0,98.74,90.76,-55.9
-5.88,5.31,7.41,-8.39,-3.37,-3.82,891.45,892.14,3.06,-4.23,0.99,846.03,33.11,165.864,7.0,100.2,92.46,-46.22
-0.74,-8.77,-2.22,5.85,-0.1,-2.87,885.3,885.54,-0.12,2.18,-2.82,846.67,32.95,166.364,7.0,103.74,75.7,-68.38
-0.79,-0.87,0.75,0.53,0.1,-8.53,881.68,878.02,1.03,-0.51,3.62,847.04,33.06,166.864,7.0,87.99,74.97,-83.07
-0.89,6.59,10.63,0.86,0.52,2.68,878.08,877.16,2.25,-3.51,-1.1,847.42,32.59,167.365,7.0,45.46,52.68,-84.25
0.23,6.74,1.79,-0.66,-0.83,-2.92,873.93,874.83,-0.05,-1.02,-0.94,847.85,32.75,167.865,7.0,32.26,48.22,-34.39
-4.92,1.67,5.64,-2.21,-5.73,-5.21,860.54,863.81,0.57,2.55,-0.5,849.24,32.97,168.365,7.0,33.21,70.69,-32.1
-5.8,6.82,-16.2,-6.26,-3.28,7.3,861.8,858.16,0.63,-0.09,-0.69,849.11,33.09,168.866,7.0,42.45,42.45,-26.27
-6.52,3.72,2.35,-0.6,-3.1,-2.6,847.09,848.42,-0.41,-1.73,1.24,850.64,33.09,169.366,7.0,36.79,71.2,-27.45
0.59,6.78,-2.4,-0.45,3.25,-3.39,847.43,843.98,-0.37,-0.51,1.02,850.61,33.09,169.866,7.0,32.93,49.1,-34.18
12.74,10.97,2.02,15.92,-1.77,-4.31,833.22,837.49,2.14,-0.05,-6.14,852.09,33.09,170.366,7.0,27.5,58.49,-44.51
-7.5,-7.27,13.51,-9.36,8.51,1.66,803.13,803.43,9.36,-0.67,-2.74,855.24,33.0,171.374,7.0,71.67,97.96,-61.38
-1.13,-1.13,-0.41,-0.43,-0.05,-8.21,793.84,793.77,8.75,0.36,0.69,856.21,33.01,171.873,7.0,65.33,96.74,-25.88
-14.34,-14.54,44.62,-21.35,-28.55,23.91,741.72,744.32,-0.31,-3.59,-1.01,861.69,33.04,174.877,7.0,68.52,96.67,-27.68
1.01,3.74,-0.37,3.14,1.96,-8.59,735.42,731.29,-1.23,2.93,3.68,862.35,32.95,175.377,7.0,46.93,86.49,-25.6
-0.5,7.64,2.43,0.6,-1.27,-1.9,734.56,734.89,0.36,-0.09,-0.39,862.44,33.03,175.877,7.0,33.24,38.19,-48.69
-1.15,5.36,-2.48,0.4,1.08,-3.9,722.12,724.73,0.87,-0.64,-0.48,863.75,33.09,176.377,7.0,35.7,51.3,-27.97
-5.14,4.57,3.14,-0.37,0.62,-2.28,707.93,709.31,-3.05,-0.2,-1.7,865.25,33.11,176.878,7.0,29.5,68.28,-51.49
-10.0,-12.97,4.8,-0.8,-3.19,6.94,703.5,705.17,-2.07,-1.29,0.5,865.72,32.96,177.377,7.0,75.17,81.91,-83.84
-2.07,-6.18,3.38,0.75,3.26,-3.27,678.15,679.62,-1.59,-0.72,-0.41,868.4,33.03,177.878,7.0,102.62,71.19,-72.5
-4.65,-10.56,4.34,2.23,2.97,1.94,663.2,660.52,2.21,3.07,0.12,869.99,33.03,178.378,7.0,103.41,72.07,-70.78
-1.7,-5.55,6.03,2.18,-4.49,-3.09,672.17,669.62,1.67,-0.37,1.49,869.04,33.01,178.878,7.0,64.15,92.39,-72.02
-4.64,10.21,13.29,-2.01,2.62,7.27,665.17,665.77,-1.82,0.27,0.56,869.78,32.83,179.378,7.0,33.2,56.38,-70.33
-5.56,-1.09,2.9,-0.77,1.12,-3.59,652.34,653.78,-2.36,1.22,0.16,871.14,32.78,179.879,7.0,70.31,82.1,-82.89
-3.29,-9.08,-4.95,3.73,2.23,0.13,632.83,630.24,-2.2,1.59,-0.16,873.22,32.87,180.38,7.0,107.0,85.41,-45.62
1.79,-1.44,-9.79,2.55,3.28,-0.65,633.95,633.74,-0.59,0.92,0.74,873.1,32.94,180.88,7.0,84.56,65.0,-5.98
-11.23,-18.89,-17.8,-20.72,-8.79,7.32,612.16,611.53,2.28,3.26,6.29,875.42,32.97,181.38,7.0,73.45,101.65,-47.36
2.79,-6.19,-11.89,10.12,0.0,-0.59,610.32,613.4,4.63,1.52,3.59,875.62,32.95,181.881,7.0,97.41,79.03,-17.8
2.85,-0.77,-10.2,-4.44,-6.94,-3.11,599.49,598.22,0.09,-1.63,3.96,876.78,32.95,182.382,7.0,64.82,96.91,-25.67
-9.84,4.39,-8.35,6.69,0.42,2.06,591.3,592.03,7.56,-1.37,-0.19,877.65,32.84,182.883,7.0,49.77,66.51,-13.22
-9.49,2.07,-2.73,4.22,-4.22,-1.67,583.64,581.5,8.46,-0.34,1.16,878.47,32.74,183.383,7.0,53.2,81.89,-78.53
-2.18,-8.35,6.72,2.52,-0.35,0.83,574.25,570.32,2.93,-0.11,-0.83,879.48,32.78,183.883,7.0,111.36,55.44,-50.81
-0.22,-6.53,-0.62,-1.19,-0.05,-3.36,552.34,559.64,-3.48,0.18,0.61,881.82,32.87,184.383,7.0,108.59,54.04,-35.82
-0.1,1.15,-6.14,-0.33,0.73,-3.61,558.6,555.61,-1.88,0.82,0.04,881.15,32.89,184.883,7.0,56.06,52.28,-11.39
-7.09,15.14,25.81,19.49,-10.43,11.57,538.87,542.9,-0.74,-0.59,0.97,883.27,32.89,185.384,7.0,67.48,100.87,-41.64
8.59,2.61,-6.62,-7.69,5.49,-3.88,543.29,536.79,-1.67,4.77,1.93,882.8,32.83,185.884,7.0,46.97,66.32,-13.98
3.51,-5.78,-2.42,-0.96,-0.96,-2.76,513.92,519.17,3.09,-1.64,2.06,885.96,32.83,186.384,7.0,72.03,29.61,-28.24
0.64,-3.31,-1.34,-3.16,-1.37,-8.67,513.82,509.01,-3.14,-1.94,-0.3,885.97,32.87,186.884,7.0,74.62,81.98,-10.56
-4.24,-15.13,7.16,-1.22,-0.58,7.41,504.71,507.67,-0.49,-0.9,1.01,886.95,32.75,187.384,7.0,92.32,64.36,-82.87
-3.04,-0.57,1.57,-0.67,0.4,-6.43,488.75,489.59,-0.62,0.22,2.03,888.67,32.79,187.884,7.0,89.27,85.71,-74.05
-4.76,-0.29,1.86,-2.72,-0.4,-5.5,474.93,475.28,-3.06,2.43,-1.17,890.16,32.76,188.384,7.0,97.41,93.59,-50.9
-4.33,2.16,-10.67,-0.12,1.3,1.83,473.16,475.12,-0.13,-0.35,-1.33,890.36,32.75,188.883,7.0,75.5,65.41,-6.88
-1.73,-1.2,-12.08,-0.16,1.97,2.3,465.11,466.46,-0.59,1.33,-1.23,891.23,32.77,189.383,7.0,77.97,57.88,-6.5
-0.37,-1.95,-8.66,-2.19,1.75,-1.38,453.85,455.17,-0.5,-2.13,-0.85,892.45,32.81,189.883,7.0,68.7,53.14,-8.73
-8.24,-2.75,4.5,4.4,-5.29,-2.86,435.88,436.53,-3.3,-0.38,1.03,894.4,32.79,190.384,7.0,48.71,91.06,-29.92
-1.79,1.37,7.71,0.14,3.78,-2.72,432.98,432.05,-3.76,-0.23,1.91,894.71,32.8,190.884,7.0,51.7,71.44,-83.64
0.76,-7.3,11.56,0.69,-0.41,3.86,433.92,431.98,1.3,-0.26,1.32,894.61,32.62,191.384,7.0,103.13,53.76,-69.6
-1.6,2.55,11.85,-7.16,-3.93,-0.7,413.24,413.92,-1.77,2.54,0.6,896.86,32.54,191.883,7.0,83.48,90.05,-72.23
-3.7,11.15,-5.93,5.22,1.11,2.22,403.98,397.28,-1.14,1.82,-0.92,897.87,32.52,192.384,7.0,53.96,75.22,-11.11
-1.42,9.07,-11.24,-6.41,1.12,3.16,396.89,396.61,-2.64,1.53,-1.97,898.64,32.47,192.884,7.0,34.23,66.46,-29.45
-0.84,4.13,-9.84,-3.1,-7.66,-3.0,380.43,380.67,-2.07,1.61,-2.48,900.43,32.52,193.383,7.0,59.15,99.08,-39.85
-2.84,-0.51,-12.04,9.17,1.49,-1.63,370.81,372.49,-2.53,-0.55,-3.75,901.48,32.46,193.885,7.0,92.5,91.94,-25.54
-1.98,-1.09,-13.57,-3.69,4.0,2.82,363.03,362.15,-0.92,-0.43,-2.57,902.33,32.45,194.385,7.0,65.49,73.79,-8.06
-5.62,-4.24,-16.03,-0.64,-4.56,7.08,352.25,352.14,-5.2,-1.11,-1.49,903.51,32.54,194.886,7.0,71.15,91.32,-16.89
-2.6,-7.3,-3.05,2.23,5.97,-4.44,336.37,335.61,-7.74,-1.37,-2.86,905.25,32.54,195.386,7.0,99.54,93.77,-51.28
-9.55,27.42,-12.51,-3.45,-12.8,18.89,333.86,333.46,-3.34,0.53,-0.12,905.53,32.61,195.887,7.0,29.12,69.1,-55.91
0.32,1.9,0.34,-0.25,1.4,-8.46,329.49,327.18,2.21,-0.98,1.3,906.01,32.62,196.387,7.0,32.16,72.74,-61.24
-4.0,5.97,-5.03,5.17,-1.1,-2.81,311.62,317.54,5.61,-3.02,1.75,907.97,32.64,196.888,7.0,58.98,65.2,-8.41
28.62,-3.45,2.64,3.81,5.1,-38.05,295.31,297.04,6.56,-8.52,17.87,909.76,32.85,197.888,9.0,97.96,69.61,-15.42
1.11,-3.38,2.04,3.99,-0.37,-8.93,284.67,286.37,4.23,8.13,5.22,910.94,32.83,198.388,10.0,84.51,72.41,-82.72
-9.56,-2.32,-13.95,2.71,5.26,6.2,277.27,277.52,5.99,-0.59,-3.38,911.75,32.79,198.887,12.0,66.0,79.7,-9.12
-27.54,9.68,-0.82,-11.83,-25.67,-17.17,254.75,254.53,0.63,2.68,-2.1,914.24,32.81,199.888,12.0,89.34,44.51,-17.34
12.94,25.62,1.57,28.26,5.0,-11.38,253.54,251.2,2.79,0.54,-2.31,914.37,32.83,200.387,12.0,88.82,26.57,-57.59
11.69,1.93,18.66,-2.48,18.69,1.72,243.76,245.29,-0.14,0.66,0.38,915.45,32.84,200.888,12.0,75.91,25.94,-70.05
8.44,-20.19,6.76,-13.78,3.22,8.2,239.89,238.02,0.96,0.94,0.97,915.88,32.84,201.387,12.0,81.61,26.87,-67.71
16.03,-11.9,15.99,1.7,-15.68,10.33,235.25,233.25,4.24,-0.38,0.15,916.39,32.83,201.887,12.0,49.6,26.26,-65.93
0.9,-4.25,3.34,4.4,-3.27,-9.89,229.33,229.56,1.4,-0.49,0.08,917.05,32.82,202.388,12.0,54.76,22.76,-40.03
14.95,-7.2,-4.29,2.25,10.73,3.36,227.93,227.26,2.78,0.18,0.6,917.21,32.82,202.887,12.0,71.05,22.96,-37.42
10.68,-8.49,-6.09,-9.34,0.29,1.84,221.73,222.86,3.42,0.2,-0.25,917.89,32.85,203.387,12.0,76.05,21.8,-57.0
8.18,-10.24,-1.06,-2.96,-7.46,0.61,212.23,212.43,2.73,-0.18,0.41,918.95,32.85,203.888,12.0,59.99,21.27,-57.41
9.68,-11.63,0.72,7.35,-5.31,2.33,210.91,209.31,1.64,0.45,-0.45,919.09,32.87,204.387,12.0,64.68,20.71,-47.96
7.66,-0.63,2.21,-1.63,1.33,-2.09,206.16,206.58,-1.0,0.07,1.42,919.62,32.79,204.887,12.0,63.46,20.68,-47.34
9.13,-4.49,0.42,-1.58,-0.91,0.21,198.65,200.71,-3.19,0.11,-0.5,920.45,32.79,205.388,12.0,62.25,19.36,-50.56
8.71,0.74,-4.01,-1.24,-1.04,-0.33,196.45,195.15,-4.11,0.85,0.37,920.7,32.83,205.888,12.0,65.1,20.23,-58.47
9.47,2.06,6.92,0.58,-3.31,1.61,192.68,193.55,-4.69,-0.89,0.19,921.12,32.84,206.388,12.0,70.65,20.54,-50.38
7.69,-4.91,-1.11,-1.41,-0.65,-0.75,182.63,184.97,-4.71,0.41,-0.16,922.24,32.81,206.888,12.0,62.54,20.76,-55.0
7.6,-2.3,-3.73,-2.79,3.36,-2.2,181.13,179.89,-3.42,0.53,-0.29,922.4,32.84,207.388,12.0,74.79,21.63,-53.29
9.15,2.38,-0.09,0.03,1.47,-0.47,176.12,176.85,-2.24,0.4,0.12,922.96,32.85,207.888,12.0,70.0,20.65,-47.01
8.67,-2.54,4.01,2.47,-1.51,-0.36,171.29,171.26,-2.48,0.17,-0.26,923.5,32.79,208.388,12.0,63.3,20.02,-48.54
