FLIGHT BEGIN
time,state,pressure,altitude,startAlt,temperature,velocity_world_x,velocity_world_y,velocity_world_z,baro_vz,lsm_accel_r,lsm_accel_p,lsm_accel_y,lsm_gyro_r,lsm_gyro_p,lsm_gyro_y,adxl_accel_r,adxl_accel_p,adxl_accel_y,predicted_apogee,airbrake_deployment,mag_r,mag_p,mag_yq0,q1,q2,q3,accel_world_x,accel_world_y,accel_world_zalt_fused,cam1_on,cam2_on,main_p_ematch_voltage,main_s_ematch_voltage,drogue_p_ematch_voltage,drogue_s_ematch_voltageroll,pitch_yaw,t_burnout,t_apogee,t_drogue,t_main,t_landdrogue_validated_baro,main_validated_baro
Entering state: DISARMED
47268,0,939.710,631.089,630.597,34.720,-0.046,0.008,-0.120,-0.040,0.636,2.595,9.098,0.002,-0.001,0.001,5.766,0.000,14.415,0.000,0,-11.382,-54.892,-104.769,0.015,-0.174,-0.660,-0.731,0.002,-0.018,-0.327,0.476,1,1,10,0,8,0,167.536,85.899,-15.916,0,0,0,0,0,0,0
48268,0,939.684,631.318,630.597,34.700,-0.044,0.008,0.060,0.185,0.672,2.600,9.164,0.000,-0.001,-0.000,5.766,0.000,14.415,0.000,0,-11.592,-55.158,-105.189,0.014,-0.173,-0.659,-0.731,-0.000,0.000,-0.260,0.525,1,1,6,0,0,2,167.533,85.808,-15.801,0,0,0,0,0,0,0
49268,0,939.717,631.028,630.597,34.720,-0.041,0.006,-0.118,-0.150,0.656,2.586,9.137,0.002,-0.001,-0.000,5.766,0.000,12.493,0.000,0,-11.816,-55.256,-105.399,0.014,-0.174,-0.660,-0.731,0.016,-0.008,-0.292,0.574,1,1,16,2,2,2,167.483,85.868,-15.861,0,0,0,0,0,0,0
50268,0,939.682,631.337,630.597,34.740,-0.039,0.006,-0.001,0.169,0.660,2.592,9.130,-0.001,-0.003,-0.000,5.766,0.000,12.493,0.000,0,-11.480,-55.032,-104.419,0.014,-0.174,-0.660,-0.731,0.000,-0.000,-0.297,0.544,1,1,10,1,2,3,167.452,85.868,-15.806,0,0,0,0,0,0,0
51268,0,939.687,631.292,630.597,34.750,-0.034,0.007,-0.065,0.057,0.694,2.607,9.126,0.020,0.016,-0.001,6.727,0.000,0.000,0.000,0,-11.550,-54.724,-104.755,0.015,-0.174,-0.660,-0.731,0.013,0.043,-0.294,0.647,1,1,8,2,5,2,167.461,85.931,-15.920,0,0,0,0,0,0,0
52268,0,939.693,631.245,630.597,34.750,-0.032,0.007,-0.143,-0.002,0.656,2.590,9.138,0.000,-0.003,-0.000,6.727,0.000,17.298,0.000,0,-11.550,-55.606,-104.979,0.014,-0.174,-0.660,-0.731,0.007,-0.000,-0.289,0.601,1,1,10,0,8,4,167.413,85.901,-15.824,0,0,0,0,0,0,0
53268,0,939.688,631.284,630.597,34.760,-0.030,0.006,-0.011,-0.047,0.698,2.618,9.175,0.003,-0.001,-0.001,3.844,0.000,13.454,0.000,0,-11.564,-55.578,-105.133,0.013,-0.174,-0.660,-0.731,-0.003,0.043,-0.243,0.760,1,1,6,0,1,0,167.376,85.906,-15.808,0,0,0,0,0,0,0
54268,0,939.699,631.192,630.597,34.770,-0.036,-0.031,-0.178,-0.073,0.985,2.083,9.033,0.064,0.034,-0.433,7.688,-0.961,12.493,0.000,0,-13.860,-53.492,-106.687,-0.006,-0.150,-0.650,-0.745,-0.079,-0.011,-0.489,0.565,1,1,6,0,6,0,167.876,83.606,-12.452,0,0,0,0,0,0,0
55269,0,939.649,631.630,630.597,34.780,-0.312,0.128,-0.011,0.391,-0.965,7.407,-6.080,-0.426,-0.213,-0.122,3.844,2.883,-3.844,0.000,0,-36.806,-52.232,-86.331,0.583,-0.676,-0.198,-0.405,-0.404,-0.964,-0.236,0.582,1,1,10,0,1,2,-18.942,-89.267,-51.102,0,0,0,0,0,0,0
56269,0,939.695,631.221,630.597,34.790,-0.304,0.145,-0.112,0.015,0.025,9.697,0.480,0.356,-0.004,0.005,11.532,9.610,6.727,0.000,0,-37.086,-60.772,-93.807,0.379,-0.574,-0.413,-0.597,-0.073,0.054,-0.102,0.553,1,1,1,0,4,0,158.350,89.791,-86.654,0,0,0,0,0,0,0
